mt_id,project_asv_id,project_sample_id,image_id,class,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,species,subspecies,db_id,institution_code,ncbi_species,ncbi_id_rank,ncbi_taxid,locality,subregion,country,latitude,longitude,authors,genbank_accession,contigname,run_id,mmg_library_id,projectname,chimera_notes,variant_status,metadata_source,specimen_id,morphospecies,lowest_taxon,taxonomy_notes,collection_method,collection_method_category,collection_method_notes,plotid,province_state_territory,habitat
BIOD06031,MSL215,ECU4221-01-01-0027,4221-01-01-0027,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq635,NA,Admera_lib04,,,,,NA,,,,,,,,,
BIOD06032,MSL124,ECU4236-04-01-0007,4236-04-01-0007,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq636,NA,Admera_lib04,,,,,NA,,,,,,,,,
BIOD06035,MSL1775,P21b_0001,P21b-0001,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Physorhinini,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq639,NA,Admera_lib04,,,,,NA,,,,,,,,,
BIOD06065,MSL5045,P21a_0009,P21a-0009,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq666,NA,Admera_lib04,,,,,NA,,,,,,,,,
BIOD06084,MSL179,ECU4203_3-04-02-0001,4203(3)-04-02-0001,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq683,NA,Admera_lib04,,,,,NA,,,,,,,,,
BIOD06102,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq69,NA,Admera_lib01,,,,,NA,,,,,,,,,
BIOD06156,MSL2489,EG_3552-3560-0013,NHMUK 013573560,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq748,NA,Admera_lib04,,,,,NA,,,,,,,,,
BIOD06168,MSL1512,ECU4228-02-0011,4228-02-0011,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq75,NA,Admera_lib01,,,,,NA,,,,,,,,,
BIOD06260,MSL951,KINAB-HQ-03_0047,KINAB_HQ-03-0047,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Synaptini,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq851,NA,Admera_lib06,,,,,NA,,,,,,,,,
BIOD06274,MSL2745,ECU4204_1-02-01-0007,4204(1)-02-01-0007,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq864,NA,Admera_lib06,,,,,NA,,,,,,,,,
BIOD06289,1SO144,SO_2101,Chamela_26-0024,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq878,NA,Admera_lib06,,,,,NA,,,,,,,,,
BIOD06363,MSL1317,KINAB-HQ-01_0033,KINAB_HQ-01-0033,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Synaptini,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq944,NA,Admera_lib06,,,,,NA,,,,,,,,,
BIOD06397,MSL2255,ECU4205-04-03-0011,4205-04-03-0011,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Lissominae,Lissomini,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,seq975,NA,Admera_lib06,,,,,NA,,,,,,,,,
BIOD06470,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,05_44.0.0.16434,NA,Admera_lib05,,,,,NA,,,,,,,,,
BIOD06480,MSL215,ECU4220-01-02-0008,4220-01-02-0008,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,05_54.0.0.16273,NA,Admera_lib05,,,,,NA,,,,,,,,,
BIOD06484,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,05_58.0.0.16214,NA,Admera_lib05,,,,,NA,,,,,,,,,
BIOD06491,MSL672,KINAB-HQ-10_0009,KINAB_HQ-10-0009,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Megapenthini,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,05_65.0.0.16111,NA,Admera_lib05,,,,,NA,,,,,,,,,
BIOD06851,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,17.234.0.0.3624,NA,Admera_lib17,,,,,NA,,,,,,,,,
BIOD06897,MSL178,ECU4230-01-0024,4230-01-0024,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,20.19.0.0.16628,NA,Admera_lib20,,,,,NA,,,,,,,,,
BIOD06902,MSL76,ECU4250-03-0027,4250-03-0027,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,20.24.0.0.16542,NA,Admera_lib20,,,,,NA,,,,,,,,,
BIOD06904,MSL572,ECU4250-03-0024,4250-03-0024,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,20.26.0.0.16528,NA,Admera_lib20,,,,,NA,,,,,,,,,
BIOD06916,MSL1338,P9_0004,P9-0004,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Synaptini,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,20.38.0.0.16392,NA,Admera_lib20,,,,,NA,,,,,,,,,
BIOD06917,MSL1338,P9_0004,P9-0004,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Synaptini,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,20.38.0.0.16392_b,NA,Admera_lib20,,,,,NA,,,,,,,,,
BIOD06937,MSL2052,P18_0009,P18-0009,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Megapenthini,,Procraerus,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,20.58.0.0.16082,NA,Admera_lib20,,,,,NA,,,,,,,,,
BIOD06942,MSL22,Bham_M5-0010,Bham_M5-0010,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,20.63.0.0.16012,NA,Admera_lib20,,,,,NA,,,,,,,,,
BIOD06990,MSL1513,ECU4218-01-0012,4218-01-0012,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,20.111.0.0.15446,NA,Admera_lib20,,,,,NA,,,,,,,,,
BIOD07165,MSL76,ECU4250-03-0015,4250-03-0015,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,21.32.0.0.16460,NA,Admera_lib21,,,,,NA,,,,,,,,,
BIOD07170,MSL137,ECU4206-01-0016,4206-01-0016,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,21.37.0.0.16404,NA,Admera_lib21,,,,,NA,,,,,,,,,
BIOD07172,MSL785,ECU4248-06-0013,4248-06-0013,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,21.39.0.0.16399,NA,Admera_lib21,,,,,NA,,,,,,,,,
BIOD07198,MSL1017,KINAB-HQ-03_0042,KINAB_HQ-03-0042,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Negastriinae,Quasimusini,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,21.65.0.0.15977,NA,Admera_lib21,,,,,NA,,,,,,,,,
BIOD07353,MSL7686,P8a_0017,P8a_0017,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Negastriinae,Negastriini,,Hypdonus,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,21.238.0.0.3231,NA,Admera_lib21,,,,,NA,,,,,,,,,
BIOD07395,MSL76,ECU4250-03-0009,4250-03-0009,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,22.27.0.0.16411,NA,Admera_lib22,,,,,NA,,,,,,,,,
BIOD07399,MSL5297,P3_0007,P3-0007,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,22.30.0.0.16287,NA,Admera_lib22,,,,,NA,,,,,,,,,
BIOD07410,MSL3359,ECU4248-06-0011,4248-06-0011,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,22.41.0.0.16181,NA,Admera_lib22,,,,,NA,,,,,,,,,
BIOD07474,MSL338,P18_0004,P18-0004,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,22.105.0.0.13688,NA,Admera_lib22,,,,,NA,,,,,,,,,
BIOD07478,MSL1567,ECU4201-01-0021,4201-01-0021,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,22.109.0.0.13202,NA,Admera_lib22,,,,,NA,,,,,,,,,
BIOD07534,MSL8033,P18_0010,P18-0010,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Synaptini,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,22.184.0.0.4745,NA,Admera_lib22,,,,,NA,,,,,,,,,
BIOD07551,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,22.210.0.0.4058,NA,Admera_lib22,,,,,NA,,,,,,,,,
BIOD07631,MSL785,ECU4237-09-0008,4237-09-0008,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,23.36.0.0.16399,NA,Admera_lib23,,,,,NA,,,,,,,,,
BIOD07647,MSL28687,P19_0003,P19-0003,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,23.52.0.0.16197,NA,Admera_lib23,,,,,NA,,,,,,,,,
BIOD07725,MSL1314,ECU4219-01-0021,4219-01-0021,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,23.128.0.0.13153,NA,Admera_lib23,,,,,NA,,,,,,,,,
BIOD07925,MSL5297,P2b_0009,P2b-0009,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,24.47.0.0.16287,NA,Admera_lib24,,,,,NA,,,,,,,,,
BIOD08185,1SO355,SO_3282,Mizoram_0176,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,Agrypnini,,Adelocera,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,25.86.0.0.9607,NA,Admera_lib25,,,,,NA,,,,,,,,,
BIOD08358,MSL7686,P8a_0017,P8a_0017,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Negastriinae,Negastriini,,Hypdonus,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,,NA,Admera_lib21,,BIOD07276m_merged BIOD07276+BIOD07291,,,NA,,,,,,,,,
BIOD08452,5MSL13,IB7D-01-0004,INTER_B_7_Dec_01.0004,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Elaterini,Elaterina,Mulsanteus,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,10.36.0.0.15918,NA,Earlham_ENQ5139_lib10,,,,,NA,,,,,,,,,
BIOD08702,1SO6894,SO_1112,SK_ML_03_2.0006,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Cardiophorinae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,11.34.0.0.16192,NA,Earlham_ENQ5139_lib11,,,,,NA,,,,,,,,,
BIOD08709,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Melanotinae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,11.41.0.0.16072,NA,Earlham_ENQ5139_lib11,,,,,NA,,,,,,,,,
BIOD08742,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,11.74.0.0.15144,NA,Earlham_ENQ5139_lib11,,,,,NA,,,,,,,,,
BIOD09358,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,14.156.0.0.8986,NA,Earlham_ENQ5139_lib14,,,,,NA,,,,,,,,,
BIOD09382,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,14.181.0.0.6689,NA,Earlham_ENQ5139_lib14,,,,,NA,,,,,,,,,
BIOD09460,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,14.264.0.0.3883,NA,Earlham_ENQ5139_lib14,,,,,NA,,,,,,,,,
BIOD09554,5MSL115,ID7D22-0101-0001,INTER_D_7_Dec_2_2_0101.0001,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,Hemirhipini,,Cryptalaus,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,15.30.0.0.16158,NA,Earlham_ENQ5139_lib15,,,,,NA,,,,,,,,,
BIOD09600,1SO1488,SO_1633,26-1.0018,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,15.76.0.0.14091,NA,Earlham_ENQ5139_lib15,,,,,NA,,,,,,,,,
BIOD09676,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,15.152.0.0.5645,NA,Earlham_ENQ5139_lib15,,,,,NA,,,,,,,,,
BIOD09750,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,15.226.0.0.3820,NA,Earlham_ENQ5139_lib15,,,,,NA,,,,,,,,,
BIOD09757,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,15.233.0.0.3673,NA,Earlham_ENQ5139_lib15,,,,,NA,,,,,,,,,
BIOD09771,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,15.247.0.0.3393,NA,Earlham_ENQ5139_lib15,,,,,NA,,,,,,,,,
BIOD09804,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,BIOD08508m,NA,Earlham_ENQ5139_lib10,,merged BIOD08508+BIOD08569,,,NA,,,,,,,,,
BIOD09819,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,BIOD08767m,NA,Earlham_ENQ5139_lib11,,merged BIOD08767+BIOD08831,,,NA,,,,,,,,,
BIOD09870,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,BIOD09340m,NA,Earlham_ENQ5139_lib14,,merged BIOD09340+BIOD09510,,,NA,,,,,,,,,
BIOD09974,MSL6339,EG_3702-3716-0002,NHMUK 013573703,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,,,BIOD06578m,NA,Admera_lib05,,,,,NA,,Coleoptera,,,,,,,
CCCP00011,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,OUMNH,NA,NA,NA,Cusuco National Park,NA,Honduras,NA,NA,Creedy T.J.,,P1_11,NA,,Cusuco Canopy Communities Project,,,,NA,,Coleoptera,,Canopy_Fogging,Active,,,Cortes,Tropical Montane Cloud Forest
CCCP00022,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,OUMNH,NA,NA,NA,Cusuco National Park,NA,Honduras,NA,NA,Creedy T.J.,,P1_21,NA,,Cusuco Canopy Communities Project,,,,NA,,Coleoptera,,Canopy_Fogging,Active,,,Cortes,Tropical Montane Cloud Forest
CCCP00066,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,OUMNH,NA,NA,NA,Cusuco National Park,NA,Honduras,NA,NA,Creedy T.J.,,P1_66,NA,,Cusuco Canopy Communities Project,,,,NA,,Coleoptera,,Canopy_Fogging,Active,,,Cortes,Tropical Montane Cloud Forest
CCCP00213,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,,,,,,NA,NA,OUMNH,NA,NA,NA,Cusuco National Park,NA,Honduras,15.49415,-88.2141,Creedy T.J.,,P3_06,NA,,Cusuco Canopy Communities Project,,,,NA,col007,Elateridae,,Canopy_Fogging,Active,,T3-20,Cortes,Tropical Montane Cloud Forest
CCCP00312,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,OUMNH,NA,NA,NA,Cusuco National Park,NA,Honduras,15.49415,-88.2141,Creedy T.J.,,P5-09_C_ctg21,NA,,Cusuco Canopy Communities Project,,,,NA,col264,Elateridae,,Canopy_Fogging,Active,,T3-23,Cortes,Tropical Montane Cloud Forest
CCCP00382,,,,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,,,,,,,NA,NA,OUMNH,NA,NA,NA,Cusuco National Park,NA,Honduras,NA,NA,Creedy T.J.,,P6-22_P_ctg22,NA,,Cusuco Canopy Communities Project,,,,NA,,Coleoptera,,Canopy_Fogging,Active,,,Cortes,Tropical Montane Cloud Forest
